source,target,score
CDH13,PITPNA,0.15404429
MCTP1,ABCC1,0.15398446
BASP1,MYSM1,0.15393244
LRRTM4,LZIC,0.1535704
KALRN,MYSM1,0.15351926
KIAA1217,PITPNA,0.15347168
RIMS2,THOC1,0.15288527
ST18,UBE2G2,0.15264781
MGAT4C,CDC40,0.15247342
LINGO2,FOXO3,0.15239106
KCNQ5,PITPNA,0.15239029
LRP1B,THOC1,0.15213378
ADGRB3,SENP2,0.15211049
FRMPD4,XPO6,0.15209715
WDR7,SLC39A9,0.15196685
HS6ST3,PITPNA,0.15194978
KCNIP4,SLC39A9,0.15186776
DCLK1,SLC39A9,0.15185185
ANKS1B,PUS7L,0.15160823
MEF2C,SLC39A9,0.15151139
DLGAP1,SLC39A9,0.15145521
TAFA2,SUMF1,0.15141188
ANK2,SLC39A9,0.15140535
ERC2,PITPNA,0.15139416
FAR2,PITPNA,0.15129162
CRYL1,ULK2,0.15121776
GRIK2,THOC1,0.15114984
NALF1,PUS7L,0.15106437
PLEKHA5,PITPNA,0.15089548
PBX1,CDC40,0.15077606
GRIN1,PITPNA,0.15076034
ADARB2,SENP2,0.15058596
PTPRN2,ZNF277,0.15058401
LRRTM4,PUS7L,0.15046586
FER,POLD3,0.15036449
DPP10,PUS7L,0.15034105
ANKS1B,BMAL1,0.15033755
FRMPD4,BMAL1,0.15019806
SOS1,MYSM1,0.15018243
GRM5,ARFGEF2,0.1501693
CNTN4,SENP2,0.15016045
DNAAF9,PITPNA,0.15007447
CNTN4,ARFGEF2,0.14992096
ROBO2,THOC1,0.14986214
GABBR2,THOC1,0.14973055
MACROD2,SLC39A9,0.14962502
FOXP1,SLC39A9,0.1494434
KCND3,XPO4,0.14942698
ZNF804A,XPO4,0.14940026
CSMD1,SUMF1,0.1493313
LDLRAD4,FOXO3,0.14926754
CELF4,ABCC1,0.14925422
SCN2A,ZNF277,0.14918952
PTPRN2,POLD3,0.1489967
ADGRB3,PHF3,0.14876877
CADM2,SUMF1,0.14858326
DAB1,XPO4,0.1484472
LRFN2,SENP2,0.14843263
MBD5,HPCAL1,0.14839306
NRXN3,SLC39A9,0.14837521
NBEA,ASTN1,0.14835988
SYT1,POLD3,0.14835587
TENM2,PUS7L,0.14834422
ADGRL3,SLC39A9,0.14830454
CADPS,OLA1,0.14827769
SYT1,SUMF1,0.14823352
NRG3,PITPNA,0.14823306
R3HDM1,MYSM1,0.14819862
KIF1B,ABCC1,0.14806269
ESYT2,PITPNA,0.14804499
FSTL5,ABCC1,0.14800154
KCNB2,MYSM1,0.14799458
PTPRN2,LZIC,0.1479887
CACNA1B,PITPNA,0.14798556
RIMS2,BMAL1,0.14786685
KIRREL3,PHACTR2,0.14784281
NALF1,SLC39A9,0.14753519
PPP3CA,FOXO3,0.14750825
ERC1,XPO4,0.14750801
GABBR2,ZNF277,0.1473638
NRG3,SLC39A9,0.14734669
SYNE1,SLC39A9,0.14734422
GPHN,SUMF1,0.14732179
RAPGEF4,ABCC1,0.14724772
LRRC4C,SUMF1,0.14724164
TAFA2,SLC39A9,0.1472344
NRG3,BMAL1,0.14717703
ZNF804A,PUS7L,0.14711644
GRIA2,ABCC1,0.14698027
ENTREP2,MYSM1,0.14697625
LRRC4C,SENP2,0.14694653
ITPR1,PITPNA,0.14690676
PDE4D,POLD3,0.14689706
ADGRB3,PITPNA,0.14681746
CSMD3,ABCC1,0.14681609
CADPS,PITPNA,0.14664508
KIRREL3,PUS7L,0.14655758
CNTNAP5,BMAL1,0.14651904
RTN3,PHF3,0.14648956
CSMD3,POLD3,0.14643608
ERC2,MYSM1,0.1463802
ARID1B,POLD3,0.1462897
CELF4,SLC39A9,0.14626004
RBFOX1,PITPNA,0.14624596
NETO1,CDC40,0.1462335
TMEM178B,THOC1,0.14618304
RGS6,THOC1,0.14600332
CACNA2D3,ZNF277,0.14599775
ANK3,PHACTR2,0.14599292
KAZN,CDC40,0.14598614
SAMD12,SLC39A9,0.14597355
MACROD2,MYSM1,0.14585221
PAM,CDC40,0.14582947
OXR1,MYSM1,0.14576359
RIMS2,PUS7L,0.1456976
PHACTR1,PHACTR2,0.14561221
TCF4,PITPNA,0.14559196
NEGR1,POLD3,0.14557305
CNKSR2,PUS7L,0.14554454
ATXN1,SLC39A9,0.14543551
KAZN,THOC1,0.14539218
GRIA4,ABCC1,0.14535804
PAK3,THOC1,0.14524898
XKR4,ABCC1,0.14519323
TAFA2,POLD3,0.14511798
SYNE1,THOC1,0.14509168
SCN2A,PUS7L,0.14499798
MAP1B,THOC1,0.14499585
EPB41,MYSM1,0.1449955
RYR2,SLC39A9,0.14489938
RPAP2,CDC40,0.14461876
NELL1,THOC1,0.14454244
LRRTM4,BMAL1,0.14453675
MAP2,PITPNA,0.14447775
GABBR2,SLC39A9,0.1444346
ANKS1B,SLC39A9,0.14412118
MYT1L,THOC1,0.14408775
MED13L,POLD3,0.14397971
CACNA1A,POLD3,0.14395772
PDE4D,SLC39A9,0.14392005
HERC1,PITPNA,0.1439051
LRRC4C,POLD3,0.14387716
PTPRN2,SLC39A9,0.14380445
CELF4,XPO6,0.14370397
ADGRB3,SLC39A9,0.14366607
KHDRBS2,SUMF1,0.1436509
SYT1,PHF3,0.14361122
SGCZ,TTC3,0.14359178
NRXN3,SUMF1,0.14355642
GABRB2,CDC40,0.14354558
ADGRB3,BMAL1,0.14351445
AHI1,POLD3,0.14348167
LRP1B,SLC39A9,0.14345272
MMP16,XPO4,0.14341092
FMNL2,UBE2G2,0.14340553
DOCK3,POLD3,0.1433975
CCSER1,FOXO3,0.14338863
RIMS2,SENP2,0.1433764
NALF1,LZIC,0.14332524
NEGR1,DYNC1H1,0.1432665
NRXN3,SENP2,0.14320475
FRMD4A,THOC1,0.14317511
DCLK1,LZIC,0.14301749
CADPS,PHF3,0.14300007
TAFA2,ARFGEF2,0.14296716
SRRM3,PITPNA,0.14296128
CADM2,BMAL1,0.14295763
ARFGEF3,CDC40,0.14290649
UTRN,TTC3,0.14280732
SEMA6D,THOC1,0.14280467
NAV3,SLC39A9,0.14272068
KHDRBS2,TTC5,0.14267771
PLCH1,CDC40,0.14267556
NEBL,SENP2,0.1425878
FRMPD4,POLD3,0.14257066
ANKS1B,LZIC,0.14245328
LRP1B,ARFGEF2,0.14238143
CTNNA2,PHF3,0.1422035
MAPK10,PITPNA,0.14213012
CSMD1,HPCAL1,0.14211853
CNTN4,NFU1,0.14209594
FSTL5,POLD3,0.14198548
PPM1L,MYSM1,0.1419517
FAXC,CDC40,0.1419398
CNTN4,HUS1,0.14179732
SORL1,ZNF800,0.14175123
PHACTR1,THOC1,0.14165908
GNB5,THOC1,0.141643
CTNND2,LZIC,0.14153145
CDH13,SENP2,0.14146478
EPHA6,UBE3A,0.1414301
IL1RAPL1,POLD3,0.14138101
KHDRBS2,SLC39A9,0.14130569
GRIP1,POLD3,0.14127739
PRKAR2B,PITPNA,0.14123218
KCNIP4,ABCC1,0.14106692
GRIP1,TRAF3,0.14103033
STAM2,XPO4,0.14101171
RASAL2,CDC40,0.140999
RTN3,TTC5,0.14093365
TENM2,ABCC1,0.14090507
PRICKLE2,ABHD2,0.1408604
NRXN3,BMAL1,0.14076357
LRRTM4,PHACTR2,0.1407621
DGKI,PITPNA,0.14075486
CNTN1,THOC1,0.1405554
CSMD1,ARFGEF2,0.140514
LRRTM4,OLA1,0.14046244
TENM2,LZIC,0.14020988
CSMD3,TRAF3,0.14017177
LARGE1,THOC1,0.14015216
KIAA1217,CDC40,0.14007263
KCNMA1,SENP2,0.1400428
NOVA1,HAGH,0.14001246
KIRREL3,TCF25,0.14001238
MDGA2,POLD3,0.13992424
PDE4B,PHACTR2,0.13989991
MDGA2,BMAL1,0.13989852
CNTN4,SLC39A9,0.13976413
PAK3,ZNF277,0.13972504
KIAA0319,POLD3,0.1397112
CACNA2D3,GABRB2,0.13969982
FRMPD4,MAP3K4,0.13965867
LRFN5,FOXO3,0.13965397
PTPRD,SLC39A9,0.139652
KHDRBS2,KPNA1,0.13963258
LSAMP,SLC39A9,0.1396172
LRP1B,PHF3,0.13959673
AMPH,PITPNA,0.13951544
CADPS,TTC5,0.13936456
RYR2,XPO6,0.13934168
ARID1B,PITPNA,0.13918747
YME1L1,PITPNA,0.13918655
DLGAP1,BMAL1,0.13918196
NEGR1,PHF3,0.13914408
ST6GALNAC5,CDC40,0.13912922
LRP1B,TCF25,0.13911356
CELF4,TTC5,0.13911079
GPC6,LZIC,0.13905673
CACNA1C,THOC1,0.13902521
DLGAP1,THOC1,0.13898829
CNTNAP5,POLD3,0.13895874
RGS7,SLC39A9,0.13895054
DOCK3,ABCC1,0.13894522
NCOA1,OLA1,0.13893361
ANKS1B,SENP2,0.13887428
GRIA4,PITPNA,0.1388732
RIMS1,CDC40,0.13882156
R3HDM1,PHF3,0.13882108
SYT14,THOC1,0.13881919
MBD5,BMAL1,0.13873447
ADGRB3,POLD3,0.1387266
KCNIP4,PHF3,0.13872503
CSMD2,XPO4,0.13871439
CNTN4,ABCC1,0.13868752
CNTNAP5,SLC39A9,0.1386731
ATP2B1,PUS7L,0.1386621
RABGAP1L,SLC39A9,0.13865659
FTO,SLC39A9,0.13865155
CSPP1,CDC40,0.13845725
CAMK1D,SLC39A9,0.13839544
DLG2,POLD3,0.13838924
DCC,CDC40,0.13833584
SEC13,EML6,0.13828142
SGCZ,SENP2,0.13823102
PDE4D,BMAL1,0.13822773
CSMD1,MYSM1,0.13822383
GABRB3,MYSM1,0.13820492
LRRTM4,SUMF1,0.13816038
ORC4,PUS7L,0.13813369
ATRNL1,FOXO3,0.13812403
NRG3,PHF3,0.13793945
CCSER1,ZNF277,0.13793541
CADPS,LZIC,0.1378151
HDAC9,SLC39A9,0.1377417
KALRN,FOXO3,0.13772501
BABAM2,MYSM1,0.13769636
GRIA4,POLD3,0.13766597
TAFA2,XPO6,0.13764937
PRICKLE2,POLD3,0.1376429
SYT1,OLA1,0.13760003
AGBL4,MYSM1,0.13753258
MARK1,MYSM1,0.13750516
SYT1,NFU1,0.13749729
MACROD2,ABCC1,0.13746463
LSAMP,SUMF1,0.13743743
MYRIP,ABCC1,0.13741119
LRFN5,PUS7L,0.13736875
THRB,CDC40,0.1373161
RASAL2,LZIC,0.13727713
SNTG1,SENP2,0.13723667
ASTN2,SUMF1,0.1372241
MYRIP,THOC1,0.13718292
NAV3,DYNC1H1,0.13706918
SYT1,PRMT7,0.13706483
GRIP1,ABCC1,0.13698758
THSD7A,POLD3,0.1369817
NBEA,FOXO3,0.13694474
DPP6,POLD3,0.13681598
CELF4,CUL5,0.1367866
CCSER1,PHF3,0.13671595
CTNNA2,SLC39A9,0.13666198
CACNA1A,SUMF1,0.13664384
FTO,BMAL1,0.13663621
KHDRBS3,PITPNA,0.13654667
CADPS,SENP2,0.13654648
DSCAM,THOC1,0.1365246
SYT1,DYNC1H1,0.13651387
CHRM3,THOC1,0.13648385
DYNC1H1,PITPNA,0.13648044
KCND2,PUS7L,0.13647692
DLGAP1,ABCC1,0.13647652
PPP2R2B,SLC39A9,0.1364409
NETO2,UBE3A,0.13640746
OSBPL6,PITPNA,0.13638523
SUPT3H,POLD3,0.13637762
NRG3,ARFGEF2,0.13636346
MYRIP,TRAF3,0.13613531
BASP1,PITPNA,0.13608171
DLGAP1,POLD3,0.13607576
WDR7,PITPNA,0.13605736
CHSY3,THOC1,0.13602781
CELF2,GABRB2,0.13602018
PTPRN2,BMAL1,0.13599281
NRG3,THOC1,0.13597156
SYT1,ARFGEF2,0.13596727
KCNH5,MYSM1,0.13594462
ENSG00000175806,PITPNA,0.13586636
CNTNAP5,ABCC1,0.13585237
CNTNAP2,CDC40,0.13584776
ANKS1B,POLD3,0.13581403
WDR7,SENP2,0.13581264
PPM1E,XPO4,0.13580294
FSTL5,TRAF3,0.13576223
ATL1,PITPNA,0.13574581
JMJD1C,PITPNA,0.13574526
GRIN2B,POLD3,0.13573585
PAK3,SLC39A9,0.13570972
PHACTR1,SLC35F3,0.13562115
MACROD2,POLD3,0.13552171
CTNND2,PRMT7,0.13552101
PAM,PITPNA,0.13544059
CCSER1,OLA1,0.13541469
SYT1,BMAL1,0.13538645
FRMD4A,SLC39A9,0.13538061
TNIK,CUL5,0.13537717
LRRTM4,ASTN1,0.13537131
CNTNAP5,TRAF3,0.13536936
OLFM3,SENP2,0.13535383
RPS6KC1,SENP2,0.13531645
FGF14,OLA1,0.13527702
LRP1B,LZIC,0.13523744
SYNE1,POLD3,0.13522863
LRRTM4,SLC35F3,0.13521594
MAPK14,PITPNA,0.13517918
DLGAP1,SUMF1,0.13516271
NEBL,NIPAL2,0.135056
GABRB3,ZNF277,0.13505013
ADGRB3,MAP3K4,0.13502173
FGF12,SUMF1,0.1350085
RIMS2,SLC39A9,0.13500087
PDE4D,PHF3,0.13483937
GRIA1,SLC39A9,0.13474537
PHACTR1,ABCC1,0.13470463
NRXN3,MYSM1,0.13467842
GRM5,PITPNA,0.13464342
CDH13,CDC40,0.13464244
EPHA6,LZIC,0.13462757
TRIM9,SUMF1,0.1345831
MDGA2,XPO4,0.13457486
TDG,PITPNA,0.13455065
LRRC4C,COG5,0.1345192
ATCAY,THOC1,0.13451234
NRXN3,PITPNA,0.13447087
CADPS,ABCC1,0.13447
CNTNAP5,SUMF1,0.13446288
PHACTR1,DYNC1H1,0.13444851
OPCML,SENP2,0.13444601
NLGN1,PUS7L,0.13443215
MBP,PHACTR2,0.13440216
AGBL4,SLC39A9,0.13439952
NALF1,THOC1,0.13437353
ERC2,ABCC1,0.13434966
NMNAT2,THOC1,0.13433489
PTK2,SLC39A9,0.13433345
FGF14,SENP2,0.13432218
SYT1,THOC1,0.13431592
LARGE1,PHF3,0.13429151
KALRN,SLC39A9,0.13428207
GRIK2,CDC40,0.1342791
CSMD3,CDC40,0.13421495
PTPRD,MYSM1,0.1341208
SLC44A1,PHACTR2,0.13401966
ATRX,MYSM1,0.13397703
NRG1,TTC3,0.13396727
NEGR1,ARFGEF2,0.13395949
MEF2C,CUL4A,0.13394223
DPYD,PHACTR2,0.13393559
GRID1,BMAL1,0.13393156
CNTN4,PUS7L,0.13391474
FRMPD4,THOC1,0.1338733
ALK,ARFGEF2,0.13385503
KCTD16,ARFGEF2,0.13382937
TENM2,NFU1,0.1338036
ERC1,POLD3,0.13376337
TENM2,TTC5,0.13372506
RPS6KA2,THOC1,0.1336569
SYNPR,CDC40,0.13364865
KCNC2,MYSM1,0.13364738
KCNJ6,XPO4,0.13363503
SOX6,COG5,0.13363393
ENTREP2,SLC39A9,0.13356836
CCSER1,BMAL1,0.13356803
CCSER1,TRAF3,0.13353732
SNTG1,XPO6,0.13350135
ANKRD30BL,SENP2,0.13347839
CELF2,OLA1,0.1333834
TAFA2,PUS7L,0.13334543
MED13L,SLC39A9,0.13330321
ROBO2,LZIC,0.1333013
NEGR1,TCF25,0.1332937
GPHN,ABCC1,0.13327293
SSBP2,SENP2,0.13322146
HCN1,POLD3,0.13317265
SNTG1,ZNF146,0.1331642
TMEM178B,PUS7L,0.1331514
PCSK2,THOC1,0.13314004
PHACTR1,POLD3,0.13310994
CTNND2,SLC39A9,0.13307594
PCDH7,SUMF1,0.13304923
N4BP2L2,SUMF1,0.13298766
SYT1,ZNF277,0.13297041
CSMD1,BMAL1,0.13295893
GNAS,THOC1,0.13293517
CADPS,ARFGEF2,0.13290083
KIAA1217,LZIC,0.1328818
RPAP2,LZIC,0.13286234
ATP1B1,POLD3,0.13284595
SYT1,SENP2,0.1328371
GRIA4,TRAF3,0.13281691
FAT3,MYSM1,0.1327798
NRXN3,ABCC1,0.13274108
PAK3,BMAL1,0.13273342
PTPRS,PUS7L,0.13268049
EFNA5,PITPNA,0.13267961
FRMPD4,GABRB2,0.13263586
CADM2,SLC35F3,0.1326325
CSMD3,PITPNA,0.13261046
HCN1,SUMF1,0.13257818
TNRC6A,SUMF1,0.13252255
DAPK1,CDC40,0.13251592
CACNA1B,HPCAL1,0.13251363
DPP6,SUMF1,0.13250925
DAB1,PRMT7,0.13245963
ROBO2,ARFGEF2,0.132404
GPM6A,COG5,0.13229449
DCLK1,BMAL1,0.13227735
SYT14,SLC39A9,0.13220806
CAMTA1,SUMF1,0.13219057
GLG1,PITPNA,0.13216233
KCNIP4,MYSM1,0.13213466
PTPRN2,TTC5,0.13212271
MICU3,SEC16A,0.13211489
ENSG00000196312,CUL5,0.13201618
ARIH1,XPO6,0.13200773
AKT3,PHF3,0.13200675
DOCK3,SENP2,0.13200472
TAFA2,GABRB2,0.1319637
CCSER1,SLC39A9,0.1319358
SLC41A3,TTC5,0.13191192
DSCAM,SLC39A9,0.13188022
CACNA1B,ZNF277,0.13187727
SHISA9,THOC1,0.13182405
GALNT1,PITPNA,0.13181393
DPP6,ARFGEF2,0.13180842
LARGE1,FOXO3,0.13178872
SYT1,SLC35F3,0.13172643
GRIK2,ARFGEF2,0.13169323
CSMD1,HUS1,0.13169019
GRM5,PUS7L,0.13168229
PCDH11X,OLA1,0.13164808
SYNE1,ABCC1,0.13163298
NRG3,KPNA1,0.13162345
GLMN,COG5,0.13152836
CADPS,XPO4,0.13145408
LRRC4C,OLA1,0.13145405
RAPGEF5,PITPNA,0.13143551
SLC2A13,XPO4,0.13138065
TTC3,MRPL1,0.13130984
TNRC6B,SLC39A9,0.13129564
FRMPD4,OLA1,0.13127638
ASTN2,POLD3,0.13127564
MEF2C,XPO6,0.1312514
HCN1,THOC1,0.13119815
GRIP1,TTC5,0.13114448
CLASP2,SUMF1,0.13114294
LSAMP,POLD3,0.13114144
ROBO1,TTC3,0.13109998
PLOD3,AP4E1,0.13108765
GRIK2,PHF3,0.13107286
ARPP21,DZIP3,0.13106112
NRG3,POLD3,0.13101299
MACROD2,XPO6,0.13097699
MAPK10,SLC39A9,0.1309674
CCSER1,THOC1,0.13093124
NLGN1,ABCC1,0.13091128
KHDRBS2,PRMT7,0.13086446
FGF14,POLD3,0.13085039
NCALD,LZIC,0.13084336
GLCCI1,PITPNA,0.13083632
NRG3,OLA1,0.13082169
KALRN,PUS7L,0.13078274
GABRB3,BMAL1,0.13072649
TANC2,PHACTR2,0.13061635
CSMD1,COG5,0.13058826
CLSTN2,CUL5,0.13054742
DENND1A,SLC39A9,0.13054736
PPFIA2,BMAL1,0.13052471
SENP6,CDC40,0.1305117
GPC5,PITPNA,0.13050948
FRY,LZIC,0.13050762
CADPS,POLD3,0.13048327
GRID1,SUMF1,0.13047731
FGF14,ABCC1,0.13032003
PCDH11X,NFU1,0.13030462
TMEM132B,ABCC1,0.13027199
NLGN1,COG5,0.13020147
TOX,XPO4,0.13019939
CERS6,FOXO3,0.13019277
PHACTR1,GABRB2,0.13016105
KHDRBS2,ANKRD11,0.13014187
POU6F2,XPO6,0.13012494
R3HDM1,HPCAL1,0.13011836
NRG3,HPCAL1,0.13010728
TNRC6A,SLC39A9,0.13008727
RIMS1,POLD3,0.13004373
CSMD1,POLD3,0.13000335
KHDRBS3,PUS7L,0.12995757
KCNC2,POLD3,0.12993576
ROBO1,CDC40,0.12989254
GRIP1,OLA1,0.12986429
PLD5,ABCC1,0.12983786
NBEA,NFU1,0.12983635
DLGAP1,SLC35F3,0.12978874
CELF2,PHF3,0.12975435
EFNA5,PUS7L,0.12969893
ANKRD11,PITPNA,0.12967652
LRRC4C,ZNF146,0.12965052
PRKCA,PITPNA,0.12962556
CNTN5,POLD3,0.1296184
LHFPL3,ZNF146,0.12961823
NLGN4Y,PITPNA,0.12961678
CACNA1B,SLC39A9,0.12957813
SOS1,TTC5,0.12951352
PHACTR1,PHF3,0.12950127
XKR4,ARFGEF2,0.12946916
GALNTL6,ABCC1,0.12945627
RBFOX1,SLC39A9,0.12940505
OXR1,SLC39A9,0.12936285
GRIN2B,PRMT7,0.12933546
RAPGEF4,SLC39A9,0.12933093
FRMPD4,PHF3,0.12932031
TMEM132D,THOC1,0.12930705
FRMD4A,ABCC1,0.12928994
GABRB2,ARFGEF2,0.12928002
KCTD3,UBE2G2,0.12925212
CBLN2,PITPNA,0.12920947
ZNF516,PITPNA,0.12919706
R3HDM1,PHACTR2,0.12918107
ROBO2,SENP2,0.12916653
TRIO,POLD3,0.129144
PTPRN2,NFU1,0.12912877
OPCML,SLC39A9,0.12909944
LRRTM4,NFU1,0.12907125
NYAP2,TRAF3,0.12904337
TNKS2,SENP2,0.12902702
RIMS2,LZIC,0.12896611
NKAIN3,XPO4,0.12895542
OXR1,THOC1,0.12893735
PRICKLE2,XPO4,0.12892708
CALM1,THOC1,0.12882914
SNTG1,TTC5,0.12880155
PDE4D,PUS7L,0.12877466
KHDRBS2,OLA1,0.12876587
ZMYND8,MYSM1,0.12875901
CLSTN2,XPO6,0.12867376
KCNC2,ABCC1,0.12863505
PHF20,PITPNA,0.12862632
KHDRBS2,XPO6,0.12861413
CADPS,CDC40,0.1285926
LHFPL3,COG5,0.12859114
PCDH11X,UBE3A,0.12858339
COMMD1,SENP2,0.12857889
PTK2,PHACTR2,0.12856619
NPAS3,CUL5,0.1285493
SH3GL2,PITPNA,0.12854679
PTPN13,XPO4,0.12851264
GRM5,BMAL1,0.12848982
RERE,NFU1,0.12848951
LSAMP,ZNF146,0.12848575
SRRM4,MYSM1,0.12843807
KCTD16,PITPNA,0.12843792
MCTP1,BMAL1,0.1284077
RASAL2,MYSM1,0.12838611
FRMPD4,DYNC1H1,0.12837176
SNTG1,POLD3,0.12833126
ANK3,SLC39A9,0.12831245
R3HDM1,SLC39A9,0.12828
PLCB1,PITPNA,0.12825124
ANK3,POLD3,0.12823445
MACF1,BMAL1,0.12823339
KCNIP4,FOXO3,0.12822883
MACF1,SLC39A9,0.12819462
GRIA2,PHACTR2,0.12816499
LRRTM4,TTC5,0.12816209
NLGN4Y,XPO4,0.12814216
EPHA6,ABCC1,0.12812062
PTCHD4,FOXO3,0.12811035
THRB,SENP2,0.1281002
SNRPN,THOC1,0.1280569
STX8,MYSM1,0.12804212
LRP1B,ZNF146,0.12801729
MEF2C,POLD3,0.12798895
RAPGEF5,UBE2G2,0.12794347
PPP6R2,SLC39A9,0.12793258
WDPCP,SLC39A9,0.12792826
ANK3,DYNC1H1,0.12791714
GRIK2,POLD3,0.12789513
GRID1,TTC5,0.12788485
DPP10,SLC39A9,0.12787075
PTPRN2,SUMF1,0.12783292
GDAP1,PITPNA,0.12778828
CACNA1C,ZNF277,0.12774138
FSTL4,PITPNA,0.12771495
R3HDM1,ANKRD11,0.12771411
LRP1B,PRMT7,0.12769352
KCNIP4,LZIC,0.12765974
TAFA2,HPCAL1,0.1276344
PCDH7,PHF3,0.12758087
FGF13,RAPGEF4,0.12758079
HCN1,NFU1,0.1275356
DLG2,MAP3K4,0.12753047
DLGAP1,LZIC,0.12752791
DLG2,BMAL1,0.12748377
DAPK1,ZNF277,0.12748249
PPP3CA,GABRB2,0.12746151
NCALD,CDC40,0.1274224
CNKSR2,ZNF277,0.12742089
ROBO2,POLD3,0.12739973
NAV3,SUMF1,0.12739466
CNTNAP2,XPO6,0.12735759
