source,target,score
CSMD1,C2CD5,0.13469447
MACF1,SRBD1,0.13468571
PRKN,RMDN3,0.13462663
NLGN1,ASXL2,0.13458331
CACNA2D3,ASXL2,0.13452531
ZNF638,MROH1,0.13442926
CACNA2D1,CHCHD3,0.13435718
TANC2,ZNF131,0.13429007
ADGRB3,POM121C,0.13417478
SVEP1,GLS,0.13408542
R3HDM1,DNAJC1,0.13397808
ZEB1,SRBD1,0.13396806
BRINP3,SRBD1,0.13390845
GABRG2,SPAG16,0.13387623
PTPRN2,RO60,0.13386627
TMEM106B,MROH1,0.13378054
R3HDM1,AAK1,0.1337668
MDGA2,SPAG16,0.13367404
ZNF385B,LRRC28,0.1335873
GRID1,CHCHD3,0.1335606
SORL1,MROH1,0.13352768
CAMK1D,DNAJC1,0.13339858
KALRN,CFAP36,0.13339776
KHDRBS2,RMDN3,0.13339554
ATRNL1,C2CD5,0.13336244
GNB5,MROH1,0.13335904
FRMPD4,CFAP36,0.1332915
GRM1,MROH1,0.13325076
REV3L,SRBD1,0.13321148
AGBL4,SPAG16,0.13319583
MACROD2,MAPRE2,0.1331878
ZMAT4,GRK3,0.13312347
RYR2,AAK1,0.1331202
KALRN,ASXL2,0.1329993
SNTG1,DNAJC1,0.13297532
LUC7L3,DNAJC1,0.13295828
KCNMA1,POM121C,0.13292788
PITPNC1,SRBD1,0.13291919
SCD5,SRBD1,0.13287549
STX8,LRRC28,0.13285957
DOCK3,SPAG16,0.13283245
KCTD16,MROH1,0.13282748
EXOC4,MROH1,0.13282175
ANK3,POM121C,0.13280495
UNC79,DNAJC1,0.13264051
POU6F2,DNAJC1,0.13263465
ATP2B1,POM121C,0.13261764
GABBR2,DNAJC1,0.13260339
GPHN,DNAJC1,0.1324721
TSPAN14,CHCHD3,0.13244988
DLGAP1,POM121C,0.13230312
NRXN3,DNAJC1,0.1323
DLG2,ASXL2,0.1322442
GRIA2,C2CD5,0.13215439
PTPRD,C2CD5,0.13210706
BAZ2B,TRAF3,0.13209389
LMO4,AAK1,0.1320098
GALNTL6,LRRC28,0.13198796
NAV3,POM121C,0.13198458
RBFOX1,NIPSNAP2,0.13190953
KAZN,SRBD1,0.13186209
CSMD1,DDX10,0.13184302
MACROD2,RMDN3,0.13179092
MACROD2,CHCHD3,0.1317258
MMP16,DNAJC1,0.13167274
NRXN3,NIPSNAP2,0.1316393
HS3ST4,LRRC28,0.1316096
EPN2,SRBD1,0.13159136
KCTD1,POM121C,0.13154554
PRICKLE2,CFAP36,0.13141572
MBD5,ASXL2,0.13140325
CSMD1,PCNX2,0.13135701
ZNF131,RMDN3,0.1313341
CADPS,GRK3,0.13133024
NEDD4L,LRRC28,0.13121979
APBB2,SRBD1,0.13110705
RBM26,MROH1,0.13107593
TBC1D5,AAK1,0.13101798
CACNA1B,C2CD5,0.13087839
PRKN,ASXL2,0.130868
PCDH7,SPAG16,0.1308485
GABRB3,C2CD5,0.13083966
NKAIN3,TRAF3,0.13061255
CNTN4,ASXL2,0.13053133
MYRIP,DNAJC1,0.13051206
KALRN,POM121C,0.13050665
AHI1,DNAJC1,0.13048331
SMYD3,MROH1,0.13047925
LRFN5,AAK1,0.1303978
ENSG00000175806,POM121C,0.13039376
XYLT1,SRBD1,0.13037781
MDGA2,LRRC28,0.1303742
SLC35F3,MROH1,0.13029946
CADM2,RO60,0.13029881
GABRB3,ASXL2,0.1302848
LINGO2,DNAJC1,0.13026139
KCNQ5,MROH1,0.13025826
LRP1B,RMDN3,0.13015811
DSCAM,AAK1,0.13005118
TENM2,NIPSNAP2,0.13003933
MSI2,TRAF3,0.13001566
CTNND2,AAK1,0.1300025
NBEA,DDX10,0.12996641
MFSD4A,MROH1,0.12992655
NELL2,DNAJC1,0.12991574
ROBO2,CFAP36,0.12990819
TMEM132C,SRBD1,0.12990691
ZMYM2,MROH1,0.12966363
THRB,LRRC28,0.12964994
SCAI,POM121C,0.12962691
PHACTR1,ASXL2,0.12955897
SLC20A2,POM121C,0.1295328
FGF12,ZNF131,0.12947206
ZNF451,MROH1,0.12943834
DOCK3,RMDN3,0.12941076
SDCCAG8,ZFYVE16,0.12940954
NTRK3,SRBD1,0.12938567
ERBB4,NIPSNAP2,0.12932965
ZNF385B,DNAJC1,0.129093
CHST11,SRBD1,0.1290422
MACF1,RMDN3,0.1290384
CTNNA2,RMDN3,0.12902161
WWOX,SRBD1,0.12893017
KHDRBS3,LRRC28,0.12889634
PPFIA2,POM121C,0.12889431
TAFA2,MAPRE2,0.12879416
GNAQ,MROH1,0.12873791
HCN1,NIPSNAP2,0.12870799
TOX,C2CD5,0.1285644
LRFN5,CHCHD3,0.12855726
GABRG2,CSAD,0.128505
TANC2,ASXL2,0.12841997
SEZ6L,SRBD1,0.12832348
XKR6,DNAJC1,0.12829682
KHDRBS2,POM121C,0.1282763
NRG3,CFAP36,0.12822786
SYT1,RO60,0.12819394
DCC,DNAJC1,0.1281768
NRXN1,DNAJC1,0.12814042
LARGE1,CSAD,0.12811586
PCDH9,POM121C,0.12798603
ARID1B,C2CD5,0.12790318
KCNQ5,DNAJC1,0.1278124
ZNF462,SRBD1,0.12776771
ANK2,POM121C,0.1277597
SLC8A1,LRRC28,0.12762971
OTUD7A,POM121C,0.12756109
ENSG00000175806,SPAG16,0.1274631
ZNF385B,USP33,0.12735882
KALRN,C2CD5,0.12731178
TMEM163,SRBD1,0.1273097
NRXN1,MROH1,0.12729745
RFX3,ZNF131,0.12729059
GTDC1,MROH1,0.12728804
N4BP2,SRBD1,0.12716699
CNTN1,MROH1,0.12712634
CTNND2,CFAP36,0.12712587
DNM3,SRBD1,0.12711516
OLFM3,MROH1,0.12704673
FOXP1,ASXL2,0.12704547
LRRTM4,LRRC28,0.12701847
CHN1,MROH1,0.12695737
OPCML,MROH1,0.12693056
GPHN,CFAP36,0.12690696
SORBS2,DNAJC1,0.12689036
DNM1,NIPSNAP2,0.12688626
KCNB2,USP33,0.12683429
DLGAP1,RMDN3,0.12678339
ADGRB3,LRRC28,0.12676458
GALNT18,DNAJC1,0.12670022
SYT1,GRK3,0.12642595
MCTP1,POM121C,0.12642501
CBLN2,MROH1,0.12641652
LRRC4C,NIPSNAP2,0.12640925
AEBP2,POM121C,0.12636101
KCNH5,AAK1,0.12631975
DPP10,LRRC28,0.12622786
ERC2,CFAP36,0.12621883
SYT14,RO60,0.12614568
SLC35F3,USP33,0.12611943
CADM2,DDX10,0.12610969
STXBP5,RMDN3,0.12609741
NLGN4Y,UBE3A,0.126034
GRM5,ASXL2,0.1260282
RTN4,LRRC28,0.12602292
CAMK1D,POM121C,0.12601829
FMN2,DNAJC1,0.12599175
PPP3CA,RMDN3,0.12589665
PRKN,AAK1,0.12587418
STXBP5,MROH1,0.12586962
PLCB1,MROH1,0.12586288
NRG3,RO60,0.1258167
GRIN2B,NIPSNAP2,0.12580943
SYT1,RMDN3,0.12579808
MCTP1,CFAP36,0.1257765
N4BP2L2,SRBD1,0.12577356
DLG2,C2CD5,0.12574519
ENOX1,CSAD,0.12555987
ENSG00000173273,SRBD1,0.1255444
AKT3,C2CD5,0.12553382
ANK2,CSAD,0.12549685
CACNA1A,POM121C,0.1253163
TNR,UBE3A,0.12531069
ENOX1,C2CD5,0.12526001
MKLN1,DNAJC1,0.12525333
SUGP2,NIPSNAP2,0.12522855
IPO5,MROH1,0.12520023
TANC2,MAPRE2,0.1251928
IQCJ-SCHIP1,POM121C,0.12516342
CTNND2,CSAD,0.1251593
MACROD2,LRRC28,0.12515305
GABRG3,ASXL2,0.12504765
CTNND2,SPAG16,0.12502208
SYT14,USP33,0.12498606
NBEA,RMDN3,0.12492317
ARPP21,CFAP36,0.12490532
RASAL2,CFAP36,0.12490508
KANSL1,SRBD1,0.12489728
PDE1A,LRRC28,0.12488741
JAZF1,SRBD1,0.1247825
CDHR3,ASXL2,0.12475857
SYT16,AAK1,0.12465376
RFTN1,SPAG16,0.124603055
MBD5,LRRC28,0.1246016
LARGE1,ASXL2,0.124599
ZBTB38,GOLGA3,0.12457812
RBM26,ASXL2,0.124574386
NBEA,STAT5B,0.12455464
SPTBN4,AAK1,0.12451631
SYN3,MROH1,0.12447793
PTPRN2,ASXL2,0.1244485
CCDC6,DNAJC1,0.1244391
RBFOX3,LRRC28,0.124385744
TARBP1,DNAJC1,0.12436083
ENSG00000175806,DNAJC1,0.12432318
ATXN1,C2CD5,0.1241978
PI4KA,DNAJC1,0.124183916
EPHA4,DNAJC1,0.12397621
FRMPD4,RNF13,0.12395195
KCNIP4,SRBD1,0.123894386
CTNND2,TRAF3,0.123871855
KHDRBS2,NIPSNAP2,0.123838246
CDH12,MROH1,0.12382103
MDGA2,MAPRE2,0.12381143
NFAT5,SRBD1,0.12381079
CACNG3,POM121C,0.12381047
ANKS1B,PCNX2,0.12374396
OLFM3,DNAJC1,0.12373627
CHSY3,AAK1,0.12371532
RERE,SRBD1,0.12369274
ATXN10,SRBD1,0.12368468
GPATCH8,SRBD1,0.12367541
NRG3,PCNX2,0.12359882
MYO9A,ZNF131,0.12355042
GPC5,TRAF3,0.12347955
GRIK2,LRRC28,0.123445384
KIF1B,RO60,0.123414166
KCND2,NIPSNAP2,0.123413526
LRFN5,MAPRE2,0.123390615
FGF12,DNAJC1,0.12336713
SGIP1,LRRC28,0.12335296
SRPK2,MROH1,0.12331286
CSMD1,RNF13,0.1232925
BMAL1,LRRC28,0.12328587
COP1,DNAJC1,0.12326706
CADM1,DNAJC1,0.12322894
OLFM3,USP33,0.12322018
LSAMP,TRAF3,0.12321714
EXOC4,SRBD1,0.123173766
PTPRD,NIPSNAP2,0.12312442
RASAL2,DNAJC1,0.12310191
GNB5,ASXL2,0.12296171
SHISA9,ZNF131,0.122941464
CACNA1A,SRBD1,0.122834325
SYT1,DDX10,0.122830726
KCNIP4,KPNA1,0.122704975
PBX1,NIPSNAP2,0.12269234
PCDH11X,CFAP36,0.122671396
MARK2,MROH1,0.12266022
XKR4,ASXL2,0.12265103
CLSTN2,CFAP36,0.12262705
ANKRD17,DNAJC1,0.122620225
NBEA,TRAF3,0.12256461
RIF1,MROH1,0.12253725
SEMA5A,SRBD1,0.122444026
SYT1,PCNX2,0.122429095
CNKSR2,RMDN3,0.12241599
FRMD4A,AAK1,0.122368075
PTPRG,POM121C,0.12234201
NALF1,C2CD5,0.12230042
PCDH7,ASXL2,0.122222066
SENP6,MROH1,0.122171104
FMN2,LRRC28,0.12212375
GABRB1,SPAG16,0.1221176
NCAM2,MROH1,0.122081935
FRY,C2CD5,0.122076355
PCDH9,MROH1,0.12205524
CCDC65,MACIR,0.1219891
AMZ1,SRBD1,0.121958256
GABRG3,AAK1,0.12195658
CDK14,USP33,0.12193695
NCAM2,SRBD1,0.12180575
DCC,C2CD5,0.12172497
DGKI,DNAJC1,0.12171882
PITPNC1,TRAF3,0.12170562
LRP1B,RNF13,0.12165185
ADAM23,MROH1,0.12159869
PHACTR1,NIPSNAP2,0.12157715
ANK2,USP33,0.12157622
TTLL7,DNAJC1,0.12143604
MYT1L,CFAP36,0.121403866
RGS7,RNF13,0.12139955
JMJD1C,POM121C,0.12139321
BTBD9,CHCHD3,0.12139224
DPP6,LRRC28,0.12135148
CACNA1C,DNAJC1,0.121320456
SIPA1L1,MROH1,0.1213172
MAPK14,AAK1,0.1212022
CPNE4,DNAJC1,0.12116775
GRIA4,MAPRE2,0.12107856
ODF2L,MROH1,0.12106713
MYO16,CHCHD3,0.121066965
CELF2,DNAJC1,0.121026106
RPS6KA5,RMDN3,0.12100527
MAP3K13,POM121C,0.12096366
CAMTA1,C2CD5,0.12096243
CDH12,CFAP36,0.12086793
MCTP1,LRRC28,0.120825864
GRID2,SRBD1,0.120807804
ZMYND8,SPAG16,0.12080359
TIAM2,ZNF131,0.12079716
SLC8A1,CFAP36,0.12079445
NRXN1,LRRC28,0.12075904
CACNA1E,ASXL2,0.120732166
TSPAN5,ACER3,0.12072781
LSAMP,CSAD,0.120717086
PTPRN2,DDX10,0.12068996
NBEA,SPAG16,0.120668896
ADGRB3,RMDN3,0.12061731
RBFOX1,ASXL2,0.12055985
DPP6,POM121C,0.120474644
RORA,C2CD5,0.1204575
RBFOX1,DNAJC1,0.12042954
RTN3,CFAP36,0.12042149
CSNK2A1,SRBD1,0.120375335
DPP6,SPAG16,0.12036618
FRMPD4,PPP2R2A,0.12035725
ADGRB3,CFAP36,0.1203177
SMARCA2,POM121C,0.12031096
CDC42BPA,MROH1,0.12028862
ATXN1,SPAG16,0.12021693
IQCJ-SCHIP1,DNAJC1,0.12020335
PCDH7,CFAP36,0.120166175
GRIA1,LRRC28,0.12011983
TRIM9,MROH1,0.12009612
NTRK3,POM121C,0.12009358
FBXW7,MROH1,0.12006167
RGS7,AAK1,0.12005206
RYR3,LRRC28,0.12004897
CADPS,CFAP36,0.11998433
DSCAML1,SRBD1,0.1198935
KCNIP4,PCNX2,0.11986959
BABAM2,C2CD5,0.11985916
TNRC6A,POM121C,0.11983871
NLGN4X,SRBD1,0.11980053
ARPP21,ASXL2,0.11974231
ENSG00000250305,USP33,0.1197232
DOCK4,LRRC28,0.11962216
LINGO2,RO60,0.119611345
ANK2,SPAG16,0.11958379
ARHGAP32,AAK1,0.11956734
PLEKHA5,MAPRE2,0.11950034
GRID1,ACER3,0.119428135
LRRC4C,DDX10,0.11939225
GRIA4,POM121C,0.119322605
CTNNA2,RNF13,0.119318195
GRIA2,POM121C,0.11928931
SRSF11,MROH1,0.11925813
MDGA2,CSAD,0.11925802
DNER,SRBD1,0.119218774
KCNIP4,LRRC28,0.11912585
UNC79,POM121C,0.119090945
NEMF,AAK1,0.118986465
DPP6,CSAD,0.118929565
KIRREL3,AAK1,0.118891336
RALYL,LRRC28,0.11888226
ZSWIM6,ACER3,0.11884624
SYT1,PID1,0.118809186
KCTD16,POM121C,0.11876351
PPIP5K2,NIPSNAP2,0.11873123
MBD5,DDX10,0.11860743
POU2F1,DNAJC1,0.11858279
SCN8A,DNAJC1,0.118564725
MAP2K4,RMDN3,0.118563086
SCAI,SPAG16,0.11855393
POU2F1,C2CD5,0.118518166
DCLK1,NIPSNAP2,0.11848732
CTNND2,GRK3,0.11847136
GRIN2B,MAPRE2,0.11843749
TENM2,RO60,0.118418336
SCN2A,RMDN3,0.11841676
TBCK,MROH1,0.11835132
ASH1L,ZNF131,0.11833402
ENOX1,SPAG16,0.11831722
DOP1B,ASXL2,0.11831334
ZNF124,CHCHD3,0.1182326
KHDRBS2,CSAD,0.11819649
ARID4B,MROH1,0.11811549
LARGE1,POM121C,0.11808447
HIP1,SRBD1,0.11807865
TTC39C,AAK1,0.1180768
KHDRBS3,PCNX2,0.118061446
DOCK3,ASXL2,0.11803336
ERC1,LRP2BP,0.118023545
BTBD9,RO60,0.1179455
NELL2,POM121C,0.117771715
STXBP5,AAK1,0.11776573
TAFA2,CSAD,0.11770845
CADPS,PID1,0.117651105
LHFPL3,UBE3A,0.11764747
CNOT4,CHCHD3,0.11752344
PDE4D,CFAP36,0.117515154
ADGRL3,LMO4,0.11749167
SPATS2,AAK1,0.11748371
OLFM3,C2CD5,0.11746389
SLC35F1,AAK1,0.117450446
CPNE4,USP33,0.117372625
OPCML,ASXL2,0.11736617
APPBP2,SRBD1,0.117365725
PTPRK,ZNF131,0.117352426
ODF2L,CAMTA1,0.11734108
EPHA6,NIPSNAP2,0.11731863
NRG3,RMDN3,0.11731077
ADGRB3,PCNX2,0.11729019
PIAS1,ZNF131,0.11727151
SOX6,SRBD1,0.1172221
NRXN3,DDX10,0.117190294
ANK2,DDX10,0.1171825
MAST4,DNAJC1,0.117177755
SGCZ,CFAP36,0.11716372
CTNND2,RMDN3,0.117121585
ZNF385B,CSAD,0.117084056
TSPAN5,DNAJC1,0.11701443
RAPGEF4,DNAJC1,0.117011845
SLC8A1,USP33,0.116999626
FGF14,ASXL2,0.116973996
SASH1,SRBD1,0.116972946
PEX5L,DRG1,0.116873674
EPHA6,MAPRE2,0.11685243
SPTBN4,C2CD5,0.11684105
NEGR1,PCNX2,0.11682773
PRKCB,MROH1,0.116822146
MYSM1,AAK1,0.11681948
GPATCH8,RMDN3,0.11681909
CSMD3,LRRC28,0.11677875
PRKAG2,MROH1,0.116778426
EIF4G3,LRRC28,0.11676661
RIMS2,CFAP36,0.116734244
CSMD1,KPNA1,0.11670791
MDGA2,SRBD1,0.11666152
TENM2,RMDN3,0.11665002
TRIO,LRRC28,0.116590954
KHDRBS3,SPAG16,0.11658575
BMPER,SPAG16,0.11656702
